group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
0,0,0.0,25,0,72.0,1,3,3,3,102.0
1,0,63.0,6,5,0.0,1,3,3,3,12.0
1,0,81.0,6,6,0.0,1,3,3,3,12.0
1,0,39.0,41,0,0.0,1,3,3,3,24.0
1,0,0.0,68,0,0.0,1,3,3,3,39.0
1,0,93.0,114,0,0.0,1,3,3,3,9.0
4,0,0.0,27,0,0.0,1,3,3,3,12.0
5,1,3.0,57,23,0.0,1,3,3,3,3.0
5,1,6.0,81,5,0.0,1,3,3,3,6.0
5,0,0.0,90,0,48.0,1,3,3,3,12.0
6,1,0.0,43,0,12.0,1,3,3,3,12.0
6,8,0.0,63,0,9.0,1,3,3,3,12.0
6,12,0.0,47,0,15.0,1,3,3,3,12.0
6,0,0.0,91,0,12.0,1,3,3,3,12.0
6,10,0.0,40,1,12.0,1,3,3,3,12.0
6,6,9.0,54,14,0.0,1,3,3,3,3.0
6,9,6.0,83,0,0.0,1,3,3,3,6.0
6,11,0.0,62,0,12.0,1,3,3,3,12.0
6,4,0.0,77,1,12.0,1,3,3,3,12.0
6,3,0.0,40,0,12.0,1,3,3,3,12.0
7,0,0.0,38,0,0.0,1,3,3,3,12.0
8,0,6.0,81,2,0.0,1,3,3,3,6.0
8,0,3.0,57,9,0.0,1,3,3,3,3.0
9,0,3.0,57,1,0.0,1,3,3,3,3.0
9,0,6.0,81,4,0.0,1,3,3,3,6.0
10,0,3.0,57,28,0.0,1,3,3,3,3.0
10,0,6.0,80,7,0.0,1,3,3,3,6.0
11,0,0.0,45,0,216.0,1,3,3,3,12.0
12,0,0.0,90,0,36.0,1,3,3,3,12.0
13,4,0.0,63,0,21.0,1,3,3,3,12.0
13,1,9.0,57,34,0.0,1,3,3,3,3.0
13,0,0.0,91,0,24.0,1,3,3,3,12.0
13,1,6.0,54,0,0.0,1,3,3,3,3.0
17,0,0.0,94,0,279.0,1,3,3,3,138.0
18,0,0.0,64,0,69.0,1,3,3,3,138.0
19,0,0.0,117,0,138.0,1,3,3,3,138.0
19,1,0.0,49,0,141.0,1,3,3,3,138.0
20,3,0.0,94,0,138.0,1,3,3,3,141.0
20,1,0.0,48,0,138.0,1,3,3,3,141.0
20,0,0.0,50,0,138.0,1,3,3,3,141.0
20,2,0.0,31,0,138.0,1,3,3,3,141.0
21,0,0.0,16,1,174.0,1,3,3,3,141.0
21,1,0.0,64,0,207.0,1,3,3,3,141.0
22,1,0.0,39,0,0.0,1,3,3,3,15.0
22,0,3.0,56,21,0.0,1,3,3,3,3.0
22,0,6.0,52,3,0.0,1,3,3,3,3.0
22,0,9.0,82,4,0.0,1,3,3,3,6.0
23,0,0.0,65,0,0.0,1,3,3,3,15.0
24,0,0.0,31,0,1548.0,1,3,3,3,171.0
25,0,0.0,67,0,207.0,1,3,3,3,174.0
27,0,0.0,97,0,51.0,1,3,3,3,18.0
28,0,0.0,61,0,0.0,1,3,3,3,18.0
29,0,0.0,3,0,72.0,1,3,3,3,18.0
30,0,0.0,83,4,0.0,1,3,3,3,6.0
31,0,0.0,16,1,1359.0,1,3,3,3,9.0
31,0,9.0,16,0,0.0,1,3,3,3,1368.0
32,0,0.0,75,0,210.0,1,3,3,3,204.0
33,0,0.0,109,8,0.0,1,3,3,3,9.0
34,0,0.0,109,11,0.0,1,3,3,3,9.0
35,0,3.0,57,21,0.0,1,3,3,3,3.0
35,0,12.0,110,0,0.0,1,3,3,3,9.0
35,0,6.0,81,0,0.0,1,3,3,3,6.0
36,0,0.0,109,4,0.0,1,3,3,3,9.0
37,0,12.0,110,2,0.0,1,3,3,3,9.0
37,0,6.0,80,0,0.0,1,3,3,3,6.0
37,0,3.0,56,10,0.0,1,3,3,3,3.0
40,1,0.0,66,0,12.0,1,3,3,3,24.0
40,0,0.0,45,0,15.0,1,3,3,3,24.0
41,0,0.0,6,2,0.0,1,3,3,3,12.0
42,0,3.0,56,12,0.0,1,3,3,3,3.0
42,0,6.0,80,4,0.0,1,3,3,3,6.0
42,0,12.0,8,0,0.0,1,3,3,3,12.0
43,0,0.0,15,0,39.0,1,3,3,3,24.0
44,0,156.0,89,0,0.0,1,3,3,3,66.0
44,0,0.0,46,0,96.0,1,3,3,3,156.0
44,0,222.0,37,0,0.0,1,3,3,3,21.0
45,0,174.0,3,0,0.0,1,3,3,3,72.0
46,0,138.0,88,0,0.0,1,3,3,3,63.0
46,0,201.0,74,0,0.0,1,3,3,3,51.0
46,0,9.0,98,0,0.0,1,3,3,3,84.0
46,0,6.0,52,1,0.0,1,3,3,3,3.0
46,0,93.0,70,0,0.0,1,3,3,3,45.0
46,0,3.0,56,13,0.0,1,3,3,3,3.0
47,1,0.0,103,0,60.0,1,3,3,3,27.0
47,0,0.0,15,0,12.0,1,3,3,3,27.0
48,0,0.0,31,0,279.0,1,3,3,3,279.0
49,0,0.0,94,0,417.0,1,3,3,3,279.0
50,0,0.0,101,0,183.0,1,3,3,3,279.0
51,2,0.0,114,1,6.0,1,3,3,3,3.0
51,0,0.0,114,3,6.0,1,3,3,3,3.0
52,6,0.0,23,0,6.0,1,3,3,3,3.0
52,2,0.0,22,1,6.0,1,3,3,3,3.0
52,4,0.0,107,1,0.0,1,3,3,3,3.0
52,7,0.0,90,0,60.0,1,3,3,3,3.0
52,5,0.0,113,0,0.0,1,3,3,3,3.0
52,8,0.0,111,0,0.0,1,3,3,3,3.0
52,9,0.0,3,0,99.0,1,3,3,3,3.0
52,11,0.0,105,2,0.0,1,3,3,3,3.0
52,0,0.0,29,0,9.0,1,3,3,3,3.0
52,10,0.0,105,0,0.0,1,3,3,3,3.0
53,1,0.0,107,0,0.0,1,3,3,3,3.0
53,2,0.0,28,0,9.0,1,3,3,3,3.0
54,16,0.0,83,2,3.0,1,3,3,3,3.0
54,1,0.0,109,1,6.0,1,3,3,3,3.0
54,4,0.0,45,0,243.0,1,3,3,3,3.0
54,13,0.0,46,0,90.0,1,3,3,3,3.0
54,7,0.0,114,3,3.0,1,3,3,3,3.0
54,10,0.0,114,1,3.0,1,3,3,3,3.0
54,2,0.0,6,11,9.0,1,3,3,3,3.0
55,0,0.0,60,0,30.0,1,3,3,3,3.0
56,0,0.0,86,6,0.0,1,3,3,3,3.0
56,4,0.0,5,0,6.0,1,3,3,3,3.0
56,34,0.0,105,0,3.0,1,3,3,3,3.0
56,35,0.0,23,0,9.0,1,3,3,3,3.0
56,16,0.0,80,1,0.0,1,3,3,3,3.0
56,5,0.0,27,0,12.0,1,3,3,3,3.0
56,3,0.0,11,0,6.0,1,3,3,3,3.0
56,15,0.0,86,2,0.0,1,3,3,3,3.0
56,27,0.0,3,0,102.0,1,3,3,3,3.0
56,25,0.0,105,2,3.0,1,3,3,3,3.0
56,29,0.0,111,0,3.0,1,3,3,3,3.0
56,24,0.0,81,3,0.0,1,3,3,3,3.0
56,33,0.0,82,1,0.0,1,3,3,3,3.0
56,32,0.0,113,0,3.0,1,3,3,3,3.0
56,19,0.0,79,1,0.0,1,3,3,3,3.0
56,2,0.0,38,0,18.0,1,3,3,3,3.0
56,28,0.0,90,0,63.0,1,3,3,3,3.0
56,1,0.0,4,0,6.0,1,3,3,3,3.0
56,6,0.0,46,0,93.0,1,3,3,3,3.0
