n_group,n_partitions,num_div_y,num_div_x,device_group
0,1,792.0,105.0,7
1,1,12.0,111.0,7
2,2,15.0,114.0,7
3,1,2598.0,114.0,7
4,1,27.0,114.0,7
5,1,9.0,114.0,7
6,1,27.0,12.0,7
7,1,9.0,12.0,7
8,1,138.0,1332.0,7
9,1,15.0,141.0,7
10,1,21.0,141.0,7
11,1,18.0,15.0,7
12,1,15.0,168.0,7
13,1,18.0,168.0,7
14,1,24.0,177.0,7
15,1,45.0,18.0,7
16,1,18.0,198.0,7
17,1,18.0,201.0,7
18,1,3.0,24.0,7
19,34,3.0,27.0,7
20,5,6.0,27.0,7
21,1,36.0,282.0,7
22,1,12.0,3.0,7
23,9,3.0,3.0,7
24,2,6.0,3.0,7
25,2,9.0,3.0,7
26,14,3.0,30.0,7
27,5,6.0,30.0,7
28,1,39.0,309.0,7
29,1,6.0,36.0,7
30,1,27.0,369.0,7
31,1,36.0,369.0,7
32,1,48.0,48.0,7
33,1,2610.0,525.0,7
34,1,2610.0,534.0,7
35,2,3.0,54.0,7
36,1,6.0,54.0,7
37,1,9.0,54.0,7
38,3,12.0,57.0,7
39,2,3.0,57.0,7
40,11,6.0,57.0,7
41,3,9.0,57.0,7
42,1,1794.0,6.0,7
43,2,3.0,6.0,7
44,2,9.0,6.0,7
45,1,72.0,621.0,7
46,1,75.0,624.0,7
47,1,9.0,69.0,7
48,1,12.0,84.0,7
49,2,6.0,84.0,7
50,1,9.0,84.0,7
51,1,9.0,87.0,7
52,1,12.0,9.0,7
53,1,9.0,9.0,7
54,1,9.0,93.0,7
