group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
0,48,0.0,4,91,10.0,0,2,2,2,10.0
0,36,0.0,6,59,0.0,0,2,2,2,10.0
0,32,0.0,69,4,10.0,0,2,2,2,10.0
0,33,0.0,73,9,30.0,0,2,2,2,10.0
0,35,0.0,4,71,0.0,0,2,2,2,10.0
0,45,0.0,4,61,10.0,0,2,2,2,10.0
0,47,0.0,39,3,0.0,0,2,2,2,10.0
0,46,0.0,6,46,20.0,0,2,2,2,10.0
0,30,0.0,42,12,20.0,0,2,2,2,10.0
0,14,0.0,6,51,20.0,0,2,2,2,10.0
0,12,0.0,42,11,20.0,0,2,2,2,10.0
0,11,0.0,6,54,20.0,0,2,2,2,10.0
0,37,0.0,7,9,30.0,0,2,2,2,10.0
0,10,0.0,7,6,0.0,0,2,2,2,10.0
0,15,0.0,68,3,0.0,0,2,2,2,10.0
0,9,0.0,6,78,0.0,0,2,2,2,10.0
0,7,0.0,68,0,0.0,0,2,2,2,10.0
0,0,0.0,22,0,0.0,0,2,2,2,10.0
0,1,0.0,69,3,10.0,0,2,2,2,10.0
0,2,0.0,123,0,0.0,0,2,2,2,10.0
0,3,0.0,85,0,60.0,0,2,2,2,10.0
0,5,0.0,83,0,210.0,0,2,2,2,10.0
0,29,0.0,4,90,10.0,0,2,2,2,10.0
0,28,0.0,71,2,10.0,0,2,2,2,10.0
0,27,0.0,4,92,10.0,0,2,2,2,10.0
0,17,0.0,6,74,0.0,0,2,2,2,10.0
0,38,0.0,7,1,0.0,0,2,2,2,10.0
0,8,0.0,6,2,0.0,0,2,2,2,10.0
0,44,0.0,7,0,30.0,0,2,2,2,10.0
0,49,0.0,20,0,0.0,0,2,2,2,10.0
0,43,0.0,4,88,0.0,0,2,2,2,10.0
0,50,0.0,4,83,10.0,0,2,2,2,10.0
0,42,0.0,6,55,20.0,0,2,2,2,10.0
0,41,0.0,69,0,10.0,0,2,2,2,10.0
0,18,0.0,126,0,50.0,0,2,2,2,10.0
0,34,0.0,38,0,0.0,0,2,2,2,10.0
0,40,0.0,3,2,10.0,0,2,2,2,10.0
0,31,0.0,126,0,0.0,0,2,2,2,10.0
2,0,0.0,86,0,750.0,0,2,2,2,140.0
3,1,0.0,52,0,860.0,0,2,2,2,180.0
3,0,0.0,52,0,540.0,0,2,2,2,180.0
3,2,0.0,84,0,50.0,0,2,2,2,180.0
4,92,0.0,39,7,10.0,0,2,2,2,20.0
4,91,0.0,123,0,50.0,0,2,2,2,20.0
4,56,0.0,44,1,20.0,0,2,2,2,20.0
4,54,0.0,42,0,0.0,0,2,2,2,20.0
4,59,0.0,71,3,0.0,0,2,2,2,20.0
4,58,0.0,8,25,0.0,0,2,2,2,20.0
4,53,0.0,8,16,0.0,0,2,2,2,20.0
4,57,0.0,66,1,60.0,0,2,2,2,20.0
4,90,0.0,88,0,50.0,0,2,2,2,20.0
4,39,0.0,71,1,20.0,0,2,2,2,20.0
4,41,0.0,8,15,0.0,0,2,2,2,20.0
4,42,0.0,42,4,0.0,0,2,2,2,20.0
4,6,0.0,88,0,10.0,0,2,2,2,20.0
4,46,0.0,8,23,0.0,0,2,2,2,20.0
4,48,0.0,155,0,140.0,0,2,2,2,20.0
4,43,0.0,9,10,0.0,0,2,2,2,20.0
4,3,0.0,27,0,0.0,0,2,2,2,20.0
4,40,0.0,59,0,100.0,0,2,2,2,20.0
4,5,0.0,65,1,50.0,0,2,2,2,20.0
4,60,0.0,63,0,30.0,0,2,2,2,20.0
4,52,0.0,75,5,30.0,0,2,2,2,20.0
4,44,0.0,84,0,10.0,0,2,2,2,20.0
4,49,0.0,165,0,450.0,0,2,2,2,20.0
4,7,0.0,23,0,0.0,0,2,2,2,20.0
4,45,0.0,46,0,40.0,0,2,2,2,20.0
4,51,0.0,50,0,0.0,0,2,2,2,20.0
4,9,0.0,73,3,20.0,0,2,2,2,20.0
4,8,0.0,8,24,0.0,0,2,2,2,20.0
4,4,0.0,46,1,40.0,0,2,2,2,20.0
4,22,0.0,42,15,0.0,0,2,2,2,20.0
4,47,0.0,43,0,20.0,0,2,2,2,20.0
4,55,0.0,120,0,50.0,0,2,2,2,20.0
4,83,0.0,21,0,50.0,0,2,2,2,20.0
4,50,0.0,15,1,0.0,0,2,2,2,20.0
4,61,0.0,9,2,30.0,0,2,2,2,20.0
4,71,0.0,9,6,10.0,0,2,2,2,20.0
4,88,0.0,21,0,0.0,0,2,2,2,20.0
6,32,0.0,53,0,0.0,0,2,2,2,30.0
6,18,0.0,10,0,50.0,0,2,2,2,30.0
6,6,0.0,73,0,0.0,0,2,2,2,30.0
6,48,0.0,96,0,90.0,0,2,2,2,30.0
6,37,0.0,73,7,0.0,0,2,2,2,30.0
6,24,0.0,73,1,0.0,0,2,2,2,30.0
6,21,0.0,111,0,50.0,0,2,2,2,30.0
6,71,0.0,57,0,180.0,0,2,2,2,30.0
6,69,0.0,94,1,70.0,0,2,2,2,30.0
6,25,0.0,108,0,90.0,0,2,2,2,30.0
6,26,0.0,73,8,0.0,0,2,2,2,30.0
6,35,0.0,49,0,7310.0,0,2,2,2,30.0
6,34,0.0,104,0,30.0,0,2,2,2,30.0
6,59,0.0,86,0,240.0,0,2,2,2,30.0
6,33,0.0,9,4,0.0,0,2,2,2,30.0
6,68,0.0,9,3,0.0,0,2,2,2,30.0
6,22,0.0,163,0,730.0,0,2,2,2,30.0
6,5,0.0,9,7,0.0,0,2,2,2,30.0
6,47,0.0,9,5,0.0,0,2,2,2,30.0
6,55,0.0,86,0,330.0,0,2,2,2,30.0
6,62,0.0,0,16,0.0,0,2,2,2,10.0
6,50,0.0,92,1,50.0,0,2,2,2,30.0
6,31,0.0,9,11,0.0,0,2,2,2,30.0
6,75,0.0,9,12,0.0,0,2,2,2,30.0
6,11,0.0,9,13,0.0,0,2,2,2,30.0
6,27,0.0,9,8,0.0,0,2,2,2,30.0
6,20,0.0,91,0,40.0,0,2,2,2,30.0
6,67,0.0,156,0,130.0,0,2,2,2,30.0
6,19,0.0,9,9,0.0,0,2,2,2,30.0
6,46,0.0,83,0,270.0,0,2,2,2,30.0
6,23,0.0,11,0,0.0,0,2,2,2,30.0
6,29,0.0,105,0,130.0,0,2,2,2,30.0
6,14,0.0,66,0,50.0,0,2,2,2,30.0
6,40,0.0,42,7,0.0,0,2,2,2,30.0
6,51,0.0,81,0,250.0,0,2,2,2,30.0
6,4,0.0,144,0,160.0,0,2,2,2,30.0
6,78,0.0,82,0,20.0,0,2,2,2,30.0
6,74,0.0,9,14,0.0,0,2,2,2,30.0
6,42,0.0,87,0,0.0,0,2,2,2,30.0
6,66,0.0,78,0,140.0,0,2,2,2,30.0
6,12,0.0,43,6,0.0,0,2,2,2,30.0
6,54,0.0,130,0,20.0,0,2,2,2,30.0
6,3,0.0,42,19,0.0,0,2,2,2,30.0
6,70,0.0,43,3,0.0,0,2,2,2,30.0
6,63,0.0,131,0,90.0,0,2,2,2,30.0
6,2,0.0,59,0,20.0,0,2,2,2,30.0
6,28,0.0,43,5,0.0,0,2,2,2,30.0
6,72,0.0,72,2,0.0,0,2,2,2,30.0
7,1,0.0,97,0,30.0,0,2,2,2,40.0
7,0,0.0,97,0,90.0,0,2,2,2,40.0
7,13,0.0,0,23,0.0,0,2,2,2,10.0
7,2,30.0,0,21,0.0,0,2,2,2,10.0
7,9,0.0,138,0,30.0,0,2,2,2,40.0
7,8,30.0,0,22,0.0,0,2,2,2,10.0
7,12,0.0,73,2,0.0,0,2,2,2,40.0
7,6,0.0,74,0,0.0,0,2,2,2,40.0
7,7,0.0,4,13,0.0,0,2,2,2,20.0
7,3,20.0,4,14,0.0,0,2,2,2,20.0
8,3,30.0,4,86,0.0,0,2,2,2,20.0
8,8,30.0,4,72,0.0,0,2,2,2,20.0
8,5,30.0,4,81,0.0,0,2,2,2,20.0
8,10,30.0,4,67,0.0,0,2,2,2,20.0
8,12,30.0,4,74,0.0,0,2,2,2,20.0
8,19,30.0,4,89,0.0,0,2,2,2,20.0
8,9,30.0,4,64,0.0,0,2,2,2,20.0
8,2,30.0,4,65,0.0,0,2,2,2,20.0
8,17,30.0,4,73,0.0,0,2,2,2,20.0
8,23,0.0,114,0,70.0,0,2,2,2,50.0
8,16,0.0,164,0,210.0,0,2,2,2,50.0
8,15,0.0,150,0,230.0,0,2,2,2,50.0
8,1,30.0,4,69,0.0,0,2,2,2,20.0
8,22,30.0,4,63,0.0,0,2,2,2,20.0
8,26,30.0,4,80,0.0,0,2,2,2,20.0
8,6,30.0,4,70,0.0,0,2,2,2,20.0
8,20,30.0,4,87,0.0,0,2,2,2,20.0
8,18,30.0,4,75,0.0,0,2,2,2,20.0
8,4,30.0,4,78,0.0,0,2,2,2,20.0
8,7,30.0,4,76,0.0,0,2,2,2,20.0
8,11,20.0,6,36,0.0,0,2,2,2,30.0
8,13,30.0,4,66,0.0,0,2,2,2,20.0
8,24,0.0,162,0,510.0,0,2,2,2,50.0
8,0,30.0,4,79,0.0,0,2,2,2,20.0
8,25,0.0,67,1,60.0,0,2,2,2,50.0
8,21,30.0,4,77,0.0,0,2,2,2,20.0
8,14,30.0,4,62,0.0,0,2,2,2,20.0
9,2,0.0,82,0,90.0,0,2,2,2,60.0
9,3,0.0,136,0,80.0,0,2,2,2,60.0
9,5,0.0,95,0,50.0,0,2,2,2,60.0
9,4,0.0,158,0,160.0,0,2,2,2,60.0
9,0,30.0,6,41,0.0,0,2,2,2,30.0
9,9,0.0,115,0,80.0,0,2,2,2,60.0
9,12,0.0,58,0,140.0,0,2,2,2,60.0
9,11,0.0,152,0,60.0,0,2,2,2,60.0
9,10,0.0,46,2,0.0,0,2,2,2,60.0
9,14,0.0,91,1,20.0,0,2,2,2,60.0
9,8,0.0,37,0,40.0,0,2,2,2,60.0
9,1,30.0,6,13,0.0,0,2,2,2,30.0
9,7,0.0,140,0,280.0,0,2,2,2,60.0
9,13,0.0,75,0,0.0,0,2,2,2,60.0
9,6,0.0,81,0,160.0,0,2,2,2,60.0
10,0,0.0,3,1,100.0,0,2,2,2,80.0
11,0,0.0,3,0,0.0,0,2,2,2,90.0
12,0,0.0,64,16,0.0,0,2,2,2,10.0
13,0,0.0,98,5,0.0,0,2,2,2,20.0
14,1,0.0,86,0,380.0,0,2,2,2,40.0
14,0,0.0,81,0,310.0,0,2,2,2,40.0
15,1,0.0,143,8,0.0,0,2,2,2,20.0
15,2,0.0,143,6,0.0,0,2,2,2,20.0
15,2,20.0,90,0,0.0,0,2,2,2,10.0
15,0,0.0,83,0,330.0,0,2,2,2,40.0
15,1,20.0,90,9,0.0,0,2,2,2,10.0
16,1,0.0,56,0,30.0,0,2,2,2,30.0
16,0,0.0,30,0,30.0,0,2,2,2,30.0
17,0,60.0,42,5,0.0,0,2,2,2,50.0
17,0,110.0,94,2,0.0,0,2,2,2,130.0
17,0,30.0,6,61,0.0,0,2,2,2,30.0
17,0,240.0,159,0,0.0,0,2,2,2,290.0
18,0,310.0,119,1,0.0,0,2,2,2,80.0
18,0,1290.0,42,8,0.0,0,2,2,2,50.0
18,0,250.0,43,7,0.0,0,2,2,2,60.0
18,0,1190.0,91,2,0.0,0,2,2,2,100.0
18,0,220.0,6,7,0.0,0,2,2,2,30.0
18,0,390.0,161,0,0.0,0,2,2,2,800.0
18,0,1340.0,4,11,0.0,0,2,2,2,20.0
18,0,0.0,80,0,0.0,0,2,2,2,210.0
19,0,0.0,56,1,30.0,0,2,2,2,30.0
20,0,20.0,90,18,0.0,0,2,2,2,10.0
20,0,0.0,137,3,0.0,0,2,2,2,20.0
21,0,0.0,47,0,0.0,0,2,2,2,70.0
22,0,0.0,90,19,0.0,0,2,2,2,10.0
23,0,30.0,90,20,0.0,0,2,2,2,10.0
23,0,0.0,146,3,0.0,0,2,2,2,30.0
24,0,0.0,141,1,0.0,0,2,2,2,10.0
24,0,10.0,90,2,0.0,0,2,2,2,10.0
24,1,0.0,98,10,0.0,0,2,2,2,20.0
25,0,0.0,89,0,40.0,0,2,2,2,350.0
26,0,150.0,129,0,0.0,0,2,2,2,270.0
26,0,70.0,75,1,0.0,0,2,2,2,80.0
26,0,20.0,8,6,0.0,0,2,2,2,50.0
27,0,10.0,64,10,0.0,0,2,2,2,10.0
27,0,0.0,132,0,0.0,0,2,2,2,10.0
28,0,0.0,54,0,40.0,0,2,2,2,20.0
29,0,0.0,98,4,0.0,0,2,2,2,20.0
30,0,0.0,82,0,170.0,0,2,2,2,60.0
31,0,130.0,118,0,0.0,0,2,2,2,300.0
31,0,80.0,72,5,0.0,0,2,2,2,50.0
31,0,30.0,8,11,0.0,0,2,2,2,50.0
32,0,0.0,52,0,1360.0,0,2,2,2,510.0
33,0,0.0,49,0,6740.0,0,2,2,2,480.0
34,0,0.0,18,0,740.0,0,2,2,2,50.0
35,3,0.0,68,4,0.0,0,2,2,2,10.0
35,9,0.0,117,2,0.0,0,2,2,2,10.0
35,2,0.0,117,1,0.0,0,2,2,2,10.0
35,12,0.0,117,0,0.0,0,2,2,2,10.0
35,5,0.0,98,7,10.0,0,2,2,2,10.0
35,8,0.0,68,2,0.0,0,2,2,2,10.0
35,10,0.0,85,0,0.0,0,2,2,2,10.0
35,11,0.0,41,2,10.0,0,2,2,2,10.0
35,1,0.0,98,2,0.0,0,2,2,2,10.0
35,6,0.0,73,9,20.0,0,2,2,2,10.0
37,0,0.0,105,0,0.0,0,2,2,2,130.0
37,1,30.0,1,0,0.0,0,2,2,2,100.0
38,0,0.0,46,1,20.0,0,2,2,2,20.0
38,4,0.0,42,11,0.0,0,2,2,2,20.0
38,3,0.0,73,3,40.0,0,2,2,2,20.0
38,7,0.0,44,1,0.0,0,2,2,2,20.0
38,2,0.0,42,12,0.0,0,2,2,2,20.0
38,5,0.0,0,26,0.0,0,2,2,2,10.0
39,13,0.0,49,0,7280.0,0,2,2,2,30.0
39,6,0.0,104,0,0.0,0,2,2,2,30.0
39,11,0.0,63,0,0.0,0,2,2,2,30.0
39,7,0.0,59,0,120.0,0,2,2,2,30.0
39,10,20.0,0,25,0.0,0,2,2,2,10.0
39,2,0.0,75,5,0.0,0,2,2,2,30.0
39,3,0.0,65,1,20.0,0,2,2,2,30.0
39,9,0.0,91,0,70.0,0,2,2,2,30.0
39,8,0.0,156,0,100.0,0,2,2,2,30.0
41,1,30.0,0,24,0.0,0,2,2,2,10.0
41,3,20.0,4,19,0.0,0,2,2,2,20.0
41,0,0.0,38,5,0.0,0,2,2,2,20.0
41,4,10.0,0,19,0.0,0,2,2,2,10.0
41,4,0.0,64,0,0.0,0,2,2,2,10.0
41,5,0.0,46,0,0.0,0,2,2,2,40.0
41,2,0.0,83,0,170.0,0,2,2,2,40.0
42,9,0.0,68,1,0.0,0,2,2,2,20.0
42,12,0.0,155,0,90.0,0,2,2,2,50.0
42,18,30.0,4,32,0.0,0,2,2,2,20.0
42,7,0.0,57,0,130.0,0,2,2,2,50.0
42,3,30.0,4,37,0.0,0,2,2,2,20.0
42,2,30.0,4,36,0.0,0,2,2,2,20.0
42,19,0.0,92,1,0.0,0,2,2,2,50.0
42,1,30.0,4,35,0.0,0,2,2,2,20.0
42,0,0.0,111,0,0.0,0,2,2,2,50.0
42,13,30.0,4,30,0.0,0,2,2,2,20.0
42,9,20.0,0,13,0.0,0,2,2,2,10.0
42,15,0.0,78,0,90.0,0,2,2,2,50.0
42,14,20.0,6,80,0.0,0,2,2,2,30.0
42,10,20.0,6,77,0.0,0,2,2,2,30.0
42,5,20.0,6,65,0.0,0,2,2,2,30.0
42,17,20.0,6,76,0.0,0,2,2,2,30.0
42,4,0.0,66,0,0.0,0,2,2,2,50.0
42,16,20.0,6,79,0.0,0,2,2,2,30.0
42,11,0.0,120,0,0.0,0,2,2,2,50.0
42,6,30.0,4,24,0.0,0,2,2,2,20.0
42,8,0.0,4,23,0.0,0,2,2,2,20.0
43,2,0.0,7,7,0.0,0,2,2,2,40.0
43,3,0.0,144,0,100.0,0,2,2,2,60.0
43,1,20.0,7,2,0.0,0,2,2,2,40.0
43,6,0.0,165,0,390.0,0,2,2,2,60.0
43,7,20.0,7,3,0.0,0,2,2,2,40.0
43,5,0.0,163,0,670.0,0,2,2,2,60.0
43,4,30.0,6,60,0.0,0,2,2,2,30.0
43,0,0.0,66,1,0.0,0,2,2,2,60.0
44,0,30.0,7,8,0.0,0,2,2,2,40.0
44,2,50.0,38,1,0.0,0,2,2,2,20.0
44,1,0.0,94,1,0.0,0,2,2,2,70.0
44,2,30.0,4,25,0.0,0,2,2,2,20.0
45,2,50.0,39,0,0.0,0,2,2,2,30.0
45,2,30.0,4,2,0.0,0,2,2,2,20.0
45,1,30.0,8,17,0.0,0,2,2,2,50.0
45,0,30.0,8,18,0.0,0,2,2,2,50.0
45,3,30.0,8,26,0.0,0,2,2,2,50.0
46,3,0.0,7,11,0.0,0,2,2,2,40.0
46,1,0.0,108,0,0.0,0,2,2,2,90.0
46,0,0.0,131,0,0.0,0,2,2,2,90.0
46,4,50.0,7,10,0.0,0,2,2,2,40.0
46,2,0.0,96,0,0.0,0,2,2,2,90.0
47,0,0.0,79,0,0.0,0,2,2,2,50.0
47,0,50.0,83,0,0.0,0,2,2,2,170.0
48,0,0.0,158,0,0.0,0,2,2,2,50.0
50,0,0.0,146,2,0.0,0,2,2,2,30.0
50,0,30.0,90,27,0.0,0,2,2,2,10.0
51,0,190.0,139,0,0.0,0,2,2,2,370.0
51,0,30.0,4,33,0.0,0,2,2,2,20.0
51,0,80.0,66,2,0.0,0,2,2,2,110.0
51,0,50.0,39,4,0.0,0,2,2,2,30.0
52,0,0.0,49,0,1830.0,0,2,2,2,1870.0
53,0,20.0,64,5,0.0,0,2,2,2,10.0
