n_group,n_partitions,num_div_y,num_div_x,device_group
0,3,21.0,102.0,1
1,1,267.0,102.0,1
2,2,66.0,102.0,1
3,1,1059.0,1035.0,1
4,1,75.0,111.0,1
5,1,3.0,117.0,1
6,1,84.0,117.0,1
7,1,15.0,12.0,1
8,1,18.0,12.0,1
9,3,24.0,12.0,1
10,3,27.0,12.0,1
11,61,3.0,12.0,1
12,1,30.0,12.0,1
13,2,33.0,12.0,1
14,4,36.0,12.0,1
15,3,39.0,12.0,1
16,2,42.0,12.0,1
17,1,45.0,12.0,1
18,2,48.0,12.0,1
19,2,54.0,12.0,1
20,1,57.0,12.0,1
21,20,6.0,12.0,1
22,1,93.0,12.0,1
23,1,78.0,120.0,1
24,1,87.0,129.0,1
25,2,24.0,15.0,1
26,2,27.0,15.0,1
27,3,3.0,15.0,1
28,2,30.0,15.0,1
29,1,33.0,15.0,1
30,1,36.0,15.0,1
31,1,42.0,15.0,1
32,1,48.0,15.0,1
33,1,57.0,15.0,1
34,4,6.0,15.0,1
35,1,90.0,15.0,1
36,1,81.0,150.0,1
37,1,135.0,153.0,1
38,1,45.0,165.0,1
39,1,45.0,168.0,1
40,2,48.0,168.0,1
41,1,66.0,174.0,1
42,1,21.0,177.0,1
43,1,42.0,177.0,1
44,1,3.0,18.0,1
45,2,42.0,18.0,1
46,4,6.0,18.0,1
47,1,75.0,18.0,1
48,1,81.0,18.0,1
49,1,87.0,18.0,1
50,1,72.0,183.0,1
51,1,39.0,198.0,1
52,2,3.0,21.0,1
53,1,39.0,21.0,1
54,1,48.0,21.0,1
55,4,6.0,21.0,1
56,2,69.0,21.0,1
57,1,75.0,21.0,1
58,1,561.0,2166.0,1
59,2,12.0,24.0,1
60,4,3.0,24.0,1
61,1,57.0,24.0,1
62,13,6.0,24.0,1
63,1,63.0,24.0,1
64,1,87.0,24.0,1
65,3,9.0,24.0,1
66,1,120.0,255.0,1
67,1,96.0,261.0,1
68,1,180.0,267.0,1
69,1,12.0,27.0,1
70,2,3.0,27.0,1
71,1,45.0,27.0,1
72,1,69.0,27.0,1
73,1,72.0,27.0,1
74,1,9.0,27.0,1
75,1,96.0,27.0,1
76,1,87.0,270.0,1
77,1,75.0,273.0,1
78,1,87.0,273.0,1
79,1,42.0,279.0,1
80,1,126.0,282.0,1
81,1,171.0,285.0,1
82,1,129.0,288.0,1
83,1,81.0,288.0,1
84,1,177.0,291.0,1
85,1,87.0,291.0,1
86,8,12.0,3.0,1
87,30,15.0,3.0,1
88,12,18.0,3.0,1
89,65,3.0,3.0,1
90,1,33.0,3.0,1
91,1,42.0,3.0,1
92,1,54.0,3.0,1
93,111,6.0,3.0,1
94,97,9.0,3.0,1
95,2,6.0,30.0,1
96,1,9.0,30.0,1
97,1,111.0,33.0,1
98,1,12.0,33.0,1
99,2,6.0,33.0,1
100,1,9.0,33.0,1
101,1,15.0,36.0,1
102,1,48.0,36.0,1
103,1,9.0,36.0,1
104,1,12.0,39.0,1
105,1,9.0,39.0,1
106,1,12.0,42.0,1
107,1,15.0,42.0,1
108,1,3.0,42.0,1
109,2,9.0,42.0,1
110,1,12.0,45.0,1
111,1,867.0,45.0,1
112,5,9.0,45.0,1
113,2,12.0,48.0,1
114,1,6.0,48.0,1
115,1,12.0,54.0,1
116,1,129.0,54.0,1
117,1,198.0,54.0,1
118,1,24.0,54.0,1
119,1,15.0,57.0,1
120,2,84.0,57.0,1
121,7,12.0,6.0,1
122,31,15.0,6.0,1
123,8,18.0,6.0,1
124,5,21.0,6.0,1
125,12,24.0,6.0,1
126,2,27.0,6.0,1
127,24,3.0,6.0,1
128,1,33.0,6.0,1
129,1,39.0,6.0,1
130,1,45.0,6.0,1
131,7,6.0,6.0,1
132,1,84.0,6.0,1
133,30,9.0,6.0,1
134,1,57.0,60.0,1
135,1,102.0,63.0,1
136,1,18.0,63.0,1
137,1,12.0,69.0,1
138,1,15.0,69.0,1
139,1,18.0,69.0,1
140,1,138.0,75.0,1
141,1,18.0,78.0,1
142,1,69.0,78.0,1
143,1,879.0,801.0,1
144,1,18.0,81.0,1
145,1,30.0,81.0,1
146,1,69.0,84.0,1
147,1,144.0,87.0,1
148,1,42.0,87.0,1
149,1,51.0,87.0,1
150,2,63.0,87.0,1
151,5,15.0,9.0,1
152,1,18.0,9.0,1
153,2,21.0,9.0,1
154,8,24.0,9.0,1
155,3,27.0,9.0,1
156,21,3.0,9.0,1
157,4,30.0,9.0,1
158,1,33.0,9.0,1
159,3,39.0,9.0,1
160,2,51.0,9.0,1
161,3,6.0,9.0,1
162,1,78.0,9.0,1
163,1,81.0,9.0,1
164,8,9.0,9.0,1
165,1,90.0,9.0,1
166,1,1230.0,90.0,1
167,1,267.0,90.0,1
168,1,48.0,90.0,1
169,1,18.0,93.0,1
170,1,72.0,96.0,1
171,1,78.0,99.0,1
