group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
1,3,10.0,0,13,0.0,0,6,6,6,10.0
1,2,10.0,0,12,0.0,0,6,6,6,10.0
1,1,10.0,0,10,0.0,0,6,6,6,10.0
2,2,20.0,0,0,0.0,0,6,6,6,10.0
2,0,20.0,0,15,0.0,0,6,6,6,10.0
2,1,20.0,0,3,0.0,0,6,6,6,10.0
2,3,20.0,0,11,0.0,0,6,6,6,10.0
3,0,20.0,1,1,0.0,0,6,6,6,20.0
5,0,60.0,46,0,0.0,0,6,6,6,70.0
5,0,130.0,35,0,0.0,0,6,6,6,40.0
5,0,30.0,25,1,0.0,0,6,6,6,30.0
5,0,20.0,0,1,0.0,0,6,6,6,10.0
6,2,10.0,59,17,0.0,0,6,6,6,10.0
6,3,10.0,59,16,0.0,0,6,6,6,10.0
6,1,10.0,59,15,0.0,0,6,6,6,10.0
6,0,10.0,59,13,0.0,0,6,6,6,10.0
6,4,10.0,59,20,0.0,0,6,6,6,10.0
8,0,60.0,50,0,0.0,0,6,6,6,60.0
8,0,30.0,29,0,0.0,0,6,6,6,30.0
8,0,10.0,60,0,0.0,0,6,6,6,20.0
9,0,10.0,7,0,0.0,0,6,6,6,10.0
9,1,10.0,59,19,0.0,0,6,6,6,10.0
10,0,20.0,19,7,0.0,0,6,6,6,20.0
10,0,80.0,56,0,0.0,0,6,6,6,60.0
10,0,40.0,41,0,0.0,0,6,6,6,40.0
10,0,10.0,4,1,0.0,0,6,6,6,10.0
12,0,20.0,19,1,0.0,0,6,6,6,20.0
12,0,70.0,54,0,0.0,0,6,6,6,40.0
12,0,10.0,4,3,0.0,0,6,6,6,10.0
12,0,40.0,40,0,0.0,0,6,6,6,30.0
13,0,40.0,42,0,0.0,0,6,6,6,8660.0
13,0,10.0,59,30,0.0,0,6,6,6,10.0
13,0,20.0,19,3,0.0,0,6,6,6,20.0
15,2,10.0,4,6,0.0,0,6,6,6,10.0
15,1,10.0,4,7,0.0,0,6,6,6,10.0
15,0,10.0,4,0,0.0,0,6,6,6,10.0
15,3,10.0,4,11,0.0,0,6,6,6,10.0
16,0,40.0,32,1,0.0,0,6,6,6,30.0
16,0,310.0,57,0,0.0,0,6,6,6,70.0
16,0,70.0,49,0,0.0,0,6,6,6,70.0
16,0,10.0,2,3,0.0,0,6,6,6,30.0
16,0,140.0,5,0,0.0,0,6,6,6,170.0
17,0,10.0,4,14,0.0,0,6,6,6,10.0
17,0,20.0,19,5,0.0,0,6,6,6,20.0
19,0,10.0,59,14,0.0,0,6,6,6,10.0
19,2,10.0,59,26,0.0,0,6,6,6,10.0
19,3,10.0,59,22,0.0,0,6,6,6,10.0
19,7,10.0,59,3,0.0,0,6,6,6,10.0
19,6,10.0,4,10,0.0,0,6,6,6,10.0
19,9,10.0,59,21,0.0,0,6,6,6,10.0
19,8,10.0,4,9,0.0,0,6,6,6,10.0
19,1,10.0,4,5,0.0,0,6,6,6,10.0
19,4,10.0,59,0,0.0,0,6,6,6,10.0
19,5,10.0,4,8,0.0,0,6,6,6,10.0
20,2,20.0,18,4,0.0,0,6,6,6,10.0
20,1,20.0,14,0,0.0,0,6,6,6,10.0
20,0,10.0,59,2,0.0,0,6,6,6,10.0
20,0,20.0,18,3,0.0,0,6,6,6,10.0
20,2,10.0,59,9,0.0,0,6,6,6,10.0
20,1,10.0,59,23,0.0,0,6,6,6,10.0
21,0,10.0,59,29,0.0,0,6,6,6,10.0
21,0,20.0,15,2,0.0,0,6,6,6,20.0
22,0,10.0,59,18,0.0,0,6,6,6,10.0
22,0,20.0,20,2,0.0,0,6,6,6,30.0
